lead_code,visit_date,latitude,longitude,result,remarks
LDSMFG_123903,2025-01-06,23.680859099469373,77.79563067465917,MET_CUSTOMER,Visited location
LDSMFG_183379,2025-01-06,24.3319130693085,77.59226490246787,DOOR_LOCKED,Visited location
LDSMFG_132708,2025-01-24,25.483708130761457,77.73467414453826,DOOR_LOCKED,Visited location
LDSMFG_196706,2025-01-06,21.978483123846594,77.60583716896535,SHIFTED,Visited location
LDSMFG_188655,2025-01-10,22.73637601540048,77.73819368921009,DOOR_LOCKED,Visited location
LDSMFG_198036,2025-01-17,19.661635587395832,77.55366818031587,SHIFTED,Visited location
LDSMFG_195530,2025-01-05,18.949357803137488,77.59303132792688,MET_CUSTOMER,Visited location
LDSMFG_172681,2025-01-12,17.006460577186868,77.51515815837703,MET_CUSTOMER,Visited location
LDSMFG_144603,2025-01-03,20.044233555863777,77.63772624398737,SHIFTED,Visited location
LDSMFG_114553,2025-01-23,24.209734680875968,77.50803633943866,MET_CUSTOMER,Visited location
LDSMFG_112206,2025-01-02,13.795503037448437,77.52530011920933,DOOR_LOCKED,Visited location
LDSMFG_119954,2025-01-22,21.01887134311054,77.5280608354695,DOOR_LOCKED,Visited location
LDSMFG_113082,2025-01-22,17.972168388215167,77.63574306531409,MET_CUSTOMER,Visited location
LDSMFG_125201,2025-01-26,21.470451061685075,77.61194748631335,DOOR_LOCKED,Visited location
LDSMFG_180144,2025-01-19,25.692566565740957,77.79117025098459,DOOR_LOCKED,Visited location
LDSMFG_178549,2025-01-22,26.442735199125707,77.7923226897947,DOOR_LOCKED,Visited location
LDSMFG_171910,2025-01-23,16.47058430628691,77.73460595601864,DOOR_LOCKED,Visited location
LDSMFG_197633,2025-01-07,27.604460177954376,77.68083620260754,SHIFTED,Visited location
LDSMFG_150345,2025-01-28,28.499352868498114,77.61888523424837,MET_CUSTOMER,Visited location
LDSMFG_159873,2025-01-24,13.088952656900233,77.6721544977676,SHIFTED,Visited location
LDSMFG_159772,2025-01-16,20.486589282579672,77.59140501444641,DOOR_LOCKED,Visited location
LDSMFG_125256,2025-01-09,12.977842360031861,77.73423947603499,MET_CUSTOMER,Visited location
LDSMFG_149430,2025-01-12,23.667394624008423,77.51047614700792,MET_CUSTOMER,Visited location
LDSMFG_125379,2025-01-30,24.47286856116757,77.5009184196411,MET_CUSTOMER,Visited location
LDSMFG_122198,2025-01-30,14.995029504233072,77.6134720197934,MET_CUSTOMER,Visited location
LDSMFG_182896,2025-01-05,20.396064582544987,77.57428187552563,MET_CUSTOMER,Visited location
LDSMFG_138682,2025-01-15,25.44906186655153,77.63921068627744,MET_CUSTOMER,Visited location
LDSMFG_124712,2025-01-11,18.104492333409823,77.74432028872775,DOOR_LOCKED,Visited location
LDSMFG_130502,2025-01-21,16.744720708088476,77.71341764059872,MET_CUSTOMER,Visited location
LDSMFG_168172,2025-01-05,24.9572736241483,77.55047602250221,SHIFTED,Visited location
LDSMFG_165321,2025-01-27,18.910265907420772,77.6223695176688,DOOR_LOCKED,Visited location
LDSMFG_144583,2025-01-30,25.12480557276418,77.6531698496734,DOOR_LOCKED,Visited location
LDSMFG_147449,2025-01-18,18.02406537439449,77.68231327231749,MET_CUSTOMER,Visited location
LDSMFG_186555,2025-01-23,25.13793912873975,77.73871917817497,DOOR_LOCKED,Visited location
LDSMFG_181211,2025-01-16,13.35025333558327,77.58254560405975,SHIFTED,Visited location
LDSMFG_129858,2025-01-07,21.358102922439322,77.72755707329414,MET_CUSTOMER,Visited location
LDSMFG_187666,2025-01-08,13.37292042066481,77.72936105825241,DOOR_LOCKED,Visited location
LDSMFG_115288,2025-01-29,22.677003555665245,77.70515289955071,SHIFTED,Visited location
LDSMFG_131815,2025-01-27,15.029390039359189,77.6648288002765,MET_CUSTOMER,Visited location
LDSMFG_121284,2025-01-19,26.444312718069597,77.77943757353334,MET_CUSTOMER,Visited location
LDSMFG_113006,2025-01-10,26.915452248955354,77.50955221236197,MET_CUSTOMER,Visited location
LDSMFG_193835,2025-01-09,13.01812746773991,77.50743928104632,SHIFTED,Visited location
LDSMFG_161564,2025-01-18,17.277380193589934,77.68064349573154,MET_CUSTOMER,Visited location
LDSMFG_168488,2025-01-16,17.85731332017764,77.67598434074401,DOOR_LOCKED,Visited location
LDSMFG_169883,2025-01-15,12.900908669968604,77.75044717372161,DOOR_LOCKED,Visited location
LDSMFG_118126,2025-01-05,24.98205312497913,77.57144842513388,MET_CUSTOMER,Visited location
LDSMFG_162618,2025-01-10,17.868258054984565,77.65523758128803,MET_CUSTOMER,Visited location
LDSMFG_177561,2025-01-06,14.635637706854872,77.6843209494807,DOOR_LOCKED,Visited location
LDSMFG_181685,2025-01-14,27.265412919856807,77.57169124491888,MET_CUSTOMER,Visited location
LDSMFG_173353,2025-01-26,26.46139405000277,77.64545527176918,DOOR_LOCKED,Visited location
LDSMFG_163533,2025-01-21,13.45332137971981,77.6490958185107,DOOR_LOCKED,Visited location
LDSMFG_139409,2025-01-29,25.676274426681466,77.78285243402404,MET_CUSTOMER,Visited location
LDSMFG_124320,2025-01-05,25.649379509998475,77.67267304778416,DOOR_LOCKED,Visited location
LDSMFG_138957,2025-01-18,22.8120575237453,77.75577546450693,DOOR_LOCKED,Visited location
LDSMFG_150200,2025-01-07,27.318217273779652,77.64062564553059,SHIFTED,Visited location
LDSMFG_138940,2025-01-16,17.73751660418346,77.72532010801498,DOOR_LOCKED,Visited location
LDSMFG_116959,2025-01-16,21.407858372231388,77.74892895104618,SHIFTED,Visited location
LDSMFG_175730,2025-01-10,18.27833739368087,77.53420736039975,MET_CUSTOMER,Visited location
LDSMFG_126258,2025-01-09,24.946155776775235,77.58987101076258,SHIFTED,Visited location
LDSMFG_129643,2025-01-09,20.82027763912287,77.51272656998313,MET_CUSTOMER,Visited location
LDSMFG_174937,2025-01-06,22.981510172636956,77.66172751059013,SHIFTED,Visited location
LDSMFG_129257,2025-01-04,14.855875985912352,77.61972929003873,SHIFTED,Visited location
LDSMFG_154064,2025-01-29,26.073698606135,77.72304419019271,DOOR_LOCKED,Visited location
LDSMFG_179952,2025-01-11,20.129107490586204,77.77515459256783,SHIFTED,Visited location
LDSMFG_130172,2025-01-15,15.755978312862837,77.54148822357996,DOOR_LOCKED,Visited location
LDSMFG_129828,2025-01-11,14.562971796786018,77.73983381862736,MET_CUSTOMER,Visited location
LDSMFG_159315,2025-01-11,28.48694875225683,77.66056785594557,MET_CUSTOMER,Visited location
LDSMFG_175627,2025-01-03,20.921305372672464,77.73147974236865,DOOR_LOCKED,Visited location
LDSMFG_100450,2025-01-16,28.32724406026214,77.59798632187177,DOOR_LOCKED,Visited location
LDSMFG_133135,2025-01-07,21.437472351864606,77.76545645041203,DOOR_LOCKED,Visited location
LDSMFG_120191,2025-01-25,22.56708911519827,77.73672760805131,SHIFTED,Visited location
LDSMFG_181450,2025-01-07,21.038908932116705,77.68545001806706,MET_CUSTOMER,Visited location
LDSMFG_115707,2025-01-20,15.014832114983014,77.62835326950733,DOOR_LOCKED,Visited location
LDSMFG_143394,2025-01-28,22.215625960754803,77.69820164895437,MET_CUSTOMER,Visited location
LDSMFG_152377,2025-01-28,26.425089725817017,77.68570690540693,MET_CUSTOMER,Visited location
LDSMFG_133340,2025-01-04,17.38591763620129,77.59702913492616,SHIFTED,Visited location
LDSMFG_134380,2025-01-28,25.07068362806536,77.72414347914116,MET_CUSTOMER,Visited location
LDSMFG_107668,2025-01-28,16.548249362727223,77.73145028118616,DOOR_LOCKED,Visited location
LDSMFG_138936,2025-01-02,20.429150136535984,77.58308563315634,DOOR_LOCKED,Visited location
LDSMFG_163659,2025-01-01,17.004705099682585,77.62484855234479,MET_CUSTOMER,Visited location
LDSMFG_131545,2025-01-26,20.206987132105702,77.68787989997301,SHIFTED,Visited location
LDSMFG_154485,2025-01-14,26.216716617635313,77.51026102466548,DOOR_LOCKED,Visited location
LDSMFG_126324,2025-01-01,28.657447784515462,77.67123414737848,MET_CUSTOMER,Visited location
LDSMFG_131766,2025-01-25,14.656347466412203,77.64483757308815,MET_CUSTOMER,Visited location
LDSMFG_161831,2025-01-05,15.586484583140566,77.52353939748932,DOOR_LOCKED,Visited location
LDSMFG_113187,2025-01-18,16.307952577429642,77.68227118999611,MET_CUSTOMER,Visited location
LDSMFG_172851,2025-01-04,20.401916046562803,77.61026701915877,MET_CUSTOMER,Visited location
LDSMFG_189791,2025-01-18,24.966715593445407,77.6703880641638,MET_CUSTOMER,Visited location
LDSMFG_180323,2025-01-13,21.471563085151203,77.72691136307375,MET_CUSTOMER,Visited location
LDSMFG_178524,2025-01-12,26.93702349233192,77.68407742258657,SHIFTED,Visited location
LDSMFG_138492,2025-01-17,23.664759331514404,77.50965382606564,SHIFTED,Visited location
LDSMFG_186700,2025-01-04,15.792077372888375,77.61832246633332,DOOR_LOCKED,Visited location
LDSMFG_155199,2025-01-29,16.643189782635833,77.69294186321139,MET_CUSTOMER,Visited location
LDSMFG_151561,2025-01-19,24.085775413139974,77.52668173505664,SHIFTED,Visited location
LDSMFG_120781,2025-01-03,18.776937430586003,77.5378006306462,SHIFTED,Visited location
LDSMFG_181711,2025-01-20,15.083466849407843,77.6178534648675,MET_CUSTOMER,Visited location
LDSMFG_138839,2025-01-19,26.75673853412546,77.61497861338277,SHIFTED,Visited location
LDSMFG_192300,2025-01-01,18.984767559801924,77.61790460108546,SHIFTED,Visited location
LDSMFG_124598,2025-01-01,24.651219340339914,77.63096901740192,DOOR_LOCKED,Visited location
LDSMFG_113019,2025-01-06,16.678621324669038,77.66985522487273,MET_CUSTOMER,Visited location
LDSMFG_197661,2025-01-17,21.014562757069243,77.58729028064853,MET_CUSTOMER,Visited location
LDSMFG_147724,2025-01-05,27.49263959487304,77.6933061882867,DOOR_LOCKED,Visited location
LDSMFG_156074,2025-01-25,23.84752666561716,77.78955865672633,MET_CUSTOMER,Visited location
LDSMFG_139866,2025-01-16,25.141774885467335,77.50461607143362,SHIFTED,Visited location
LDSMFG_139514,2025-01-20,21.173988840618286,77.55971998972204,SHIFTED,Visited location
LDSMFG_120054,2025-01-29,26.153293262906132,77.74156820847001,DOOR_LOCKED,Visited location
LDSMFG_100164,2025-01-04,16.553200781975967,77.55079413690531,SHIFTED,Visited location
LDSMFG_138038,2025-01-13,23.68865639785104,77.69064016512709,SHIFTED,Visited location
LDSMFG_147581,2025-01-12,15.433524594415074,77.63604250846222,SHIFTED,Visited location
LDSMFG_182861,2025-01-23,26.336821182662597,77.5251123794828,MET_CUSTOMER,Visited location
LDSMFG_195156,2025-01-10,24.18191892654946,77.66720768844104,SHIFTED,Visited location
LDSMFG_142442,2025-01-07,13.086716324142301,77.64272733988462,DOOR_LOCKED,Visited location
LDSMFG_104538,2025-01-11,21.58151515865263,77.66244783839063,SHIFTED,Visited location
LDSMFG_114687,2025-01-25,17.764473297821592,77.67870030795684,DOOR_LOCKED,Visited location
LDSMFG_156291,2025-01-17,26.55028269443028,77.75982141478055,SHIFTED,Visited location
LDSMFG_154625,2025-01-13,24.307096824602212,77.63762827730103,MET_CUSTOMER,Visited location
LDSMFG_100347,2025-01-07,15.001480609430539,77.52017118653767,SHIFTED,Visited location
LDSMFG_175896,2025-01-28,25.81892347589998,77.63406327638764,DOOR_LOCKED,Visited location
LDSMFG_192667,2025-01-29,18.21157217390594,77.59739477953175,DOOR_LOCKED,Visited location
LDSMFG_166822,2025-01-19,24.167418643088745,77.66552039835676,SHIFTED,Visited location
LDSMFG_169022,2025-01-03,18.0142664839807,77.74057919286248,DOOR_LOCKED,Visited location
LDSMFG_168374,2025-01-23,18.55460003405899,77.57666722473107,SHIFTED,Visited location
LDSMFG_113856,2025-01-25,13.679646983162499,77.66961067021161,SHIFTED,Visited location
LDSMFG_178721,2025-01-28,27.88103238313803,77.7485514954773,SHIFTED,Visited location
LDSMFG_134640,2025-01-22,13.215099746649573,77.6990326060782,DOOR_LOCKED,Visited location
LDSMFG_129737,2025-01-20,15.71956316700595,77.65709443458398,DOOR_LOCKED,Visited location
LDSMFG_118311,2025-01-05,14.73213537881674,77.71846328911762,DOOR_LOCKED,Visited location
LDSMFG_135595,2025-01-02,15.116888679849632,77.67089840084515,MET_CUSTOMER,Visited location
LDSMFG_183571,2025-01-03,21.820036098482014,77.77769893411163,SHIFTED,Visited location
LDSMFG_157021,2025-01-29,20.27688354882321,77.69277627662154,MET_CUSTOMER,Visited location
LDSMFG_136614,2025-01-11,25.526855165927167,77.65322370970338,DOOR_LOCKED,Visited location
LDSMFG_126780,2025-01-16,17.67699852731616,77.57667523313253,MET_CUSTOMER,Visited location
LDSMFG_169847,2025-01-22,22.173257979538977,77.78632701940094,DOOR_LOCKED,Visited location
LDSMFG_104406,2025-01-27,18.12462212066298,77.64507021789896,MET_CUSTOMER,Visited location
LDSMFG_105300,2025-01-15,19.919188100556113,77.75713160017817,SHIFTED,Visited location
LDSMFG_182491,2025-01-13,21.136764762580796,77.68468497417638,MET_CUSTOMER,Visited location
LDSMFG_137102,2025-01-21,24.231477225348563,77.54986465744686,DOOR_LOCKED,Visited location
LDSMFG_114128,2025-01-08,21.997876802581548,77.51975688079119,SHIFTED,Visited location
LDSMFG_150570,2025-01-17,16.53427622067437,77.57811482543714,SHIFTED,Visited location
LDSMFG_178215,2025-01-22,13.505357286900582,77.78953023063045,DOOR_LOCKED,Visited location
LDSMFG_162908,2025-01-08,13.96225011298042,77.71499613284435,DOOR_LOCKED,Visited location
LDSMFG_162015,2025-01-08,16.296649229991946,77.77744919977644,DOOR_LOCKED,Visited location
LDSMFG_199510,2025-01-10,27.757226348189114,77.77936468010799,SHIFTED,Visited location
LDSMFG_158929,2025-01-01,27.20578069277564,77.78608563782629,SHIFTED,Visited location
LDSMFG_180075,2025-01-16,23.260841596517903,77.68815979449359,SHIFTED,Visited location
LDSMFG_110729,2025-01-19,16.933413128909095,77.50280040047815,SHIFTED,Visited location
LDSMFG_199463,2025-01-25,13.508480917445866,77.62831098820742,MET_CUSTOMER,Visited location
LDSMFG_176040,2025-01-24,19.36397471255128,77.50437541958638,MET_CUSTOMER,Visited location
LDSMFG_197774,2025-01-20,28.491864997135316,77.76922791651543,DOOR_LOCKED,Visited location
LDSMFG_157430,2025-01-22,19.23538276142622,77.71991943832484,DOOR_LOCKED,Visited location
LDSMFG_194402,2025-01-29,25.799809156913444,77.58861196655347,MET_CUSTOMER,Visited location
LDSMFG_151615,2025-01-18,15.376592688139787,77.63443479876189,DOOR_LOCKED,Visited location
LDSMFG_143175,2025-01-22,27.00900445447661,77.71017416370289,MET_CUSTOMER,Visited location
LDSMFG_105100,2025-01-08,17.955991173135047,77.73905793446447,DOOR_LOCKED,Visited location
LDSMFG_104214,2025-01-25,26.579484252132723,77.5377010483504,SHIFTED,Visited location
LDSMFG_106179,2025-01-23,18.012255491162335,77.50161008736784,DOOR_LOCKED,Visited location
LDSMFG_191699,2025-01-07,14.112126866654563,77.52116888480516,SHIFTED,Visited location
LDSMFG_113648,2025-01-08,13.5639437133663,77.59649914105088,SHIFTED,Visited location
LDSMFG_173610,2025-01-29,21.34547660895014,77.6362208557421,MET_CUSTOMER,Visited location
LDSMFG_114600,2025-01-23,19.818789518425977,77.54172217442492,MET_CUSTOMER,Visited location
LDSMFG_179844,2025-01-17,14.608500366623138,77.59480776335721,MET_CUSTOMER,Visited location
LDSMFG_199879,2025-01-01,25.763062385286798,77.50836618749611,DOOR_LOCKED,Visited location
LDSMFG_161777,2025-01-28,15.362148811459814,77.75634994768286,SHIFTED,Visited location
LDSMFG_135352,2025-01-11,20.187709740522287,77.70093741155293,MET_CUSTOMER,Visited location
LDSMFG_139453,2025-01-08,21.92124591638933,77.50991815610827,DOOR_LOCKED,Visited location
LDSMFG_171642,2025-01-17,17.836658737507985,77.76067202157203,MET_CUSTOMER,Visited location
LDSMFG_162457,2025-01-28,14.329252935645329,77.70092041671718,DOOR_LOCKED,Visited location
LDSMFG_168634,2025-01-11,16.14717563092942,77.6200622986544,SHIFTED,Visited location
LDSMFG_193022,2025-01-02,13.352581385126316,77.70299792194677,DOOR_LOCKED,Visited location
LDSMFG_168741,2025-01-24,20.060409056363394,77.66158710238406,DOOR_LOCKED,Visited location
LDSMFG_188080,2025-01-01,27.452730719150665,77.77453942542256,MET_CUSTOMER,Visited location
LDSMFG_148240,2025-01-02,26.19995794928007,77.7306996181229,DOOR_LOCKED,Visited location
LDSMFG_179818,2025-01-30,21.16824855810935,77.61742513927595,MET_CUSTOMER,Visited location
LDSMFG_107840,2025-01-02,22.441839650663496,77.73013778139355,MET_CUSTOMER,Visited location
LDSMFG_135978,2025-01-20,24.745880257869743,77.76616691279442,SHIFTED,Visited location
LDSMFG_178946,2025-01-18,22.887612432709865,77.5997300266253,SHIFTED,Visited location
LDSMFG_184836,2025-01-29,26.404526369411734,77.6051896854902,MET_CUSTOMER,Visited location
LDSMFG_100396,2025-01-21,14.680595505747991,77.71422434297314,DOOR_LOCKED,Visited location
LDSMFG_180334,2025-01-09,22.977814838468486,77.68228322460858,MET_CUSTOMER,Visited location
LDSMFG_198968,2025-01-18,13.758256673279597,77.572990160612,DOOR_LOCKED,Visited location
LDSMFG_106523,2025-01-08,15.00317756035603,77.56531708072038,MET_CUSTOMER,Visited location
LDSMFG_167341,2025-01-12,17.427370360958733,77.71543483494253,MET_CUSTOMER,Visited location
LDSMFG_139308,2025-01-03,28.41887600562815,77.7046014578375,SHIFTED,Visited location
LDSMFG_146384,2025-01-28,21.5625626033355,77.68376579823013,DOOR_LOCKED,Visited location
LDSMFG_104877,2025-01-23,26.563540027270484,77.58527366633999,DOOR_LOCKED,Visited location
LDSMFG_199412,2025-01-26,21.392160682735877,77.70068965360183,DOOR_LOCKED,Visited location
LDSMFG_114777,2025-01-05,13.310524778736617,77.58681529204678,SHIFTED,Visited location
LDSMFG_169118,2025-01-27,28.300464911599825,77.63352459689003,DOOR_LOCKED,Visited location
LDSMFG_199112,2025-01-07,17.4472452184207,77.6018695174711,SHIFTED,Visited location
LDSMFG_154491,2025-01-26,16.23560852766022,77.53424042576432,SHIFTED,Visited location
LDSMFG_104117,2025-01-14,24.64235676300755,77.59368437144094,DOOR_LOCKED,Visited location
LDSMFG_186789,2025-01-26,15.574755017567945,77.64069536780435,SHIFTED,Visited location
LDSMFG_183884,2025-01-13,23.906310856830178,77.64372325478375,MET_CUSTOMER,Visited location
LDSMFG_138230,2025-01-24,13.823454015200767,77.50871992754915,MET_CUSTOMER,Visited location
LDSMFG_178789,2025-01-08,17.630725973318253,77.66335528238181,SHIFTED,Visited location
LDSMFG_129611,2025-01-17,20.955527330851886,77.61041930510198,DOOR_LOCKED,Visited location
LDSMFG_139300,2025-01-21,20.40617417958635,77.526698028887,SHIFTED,Visited location
LDSMFG_127640,2025-01-02,18.36748700245528,77.6736494351602,MET_CUSTOMER,Visited location
LDSMFG_101786,2025-01-01,15.818568026845881,77.68140198663946,DOOR_LOCKED,Visited location
LDSMFG_105819,2025-01-01,18.242580039061476,77.51048091150483,MET_CUSTOMER,Visited location
LDSMFG_132539,2025-01-15,14.8823548788599,77.5102125293677,SHIFTED,Visited location
LDSMFG_130993,2025-01-06,16.214306658156985,77.63618572414316,MET_CUSTOMER,Visited location
LDSMFG_138193,2025-01-14,21.41424539100008,77.76477405495405,SHIFTED,Visited location
LDSMFG_124260,2025-01-27,16.26756462447064,77.54091616115467,DOOR_LOCKED,Visited location
LDSMFG_153216,2025-01-30,13.559475505300659,77.68446988788666,MET_CUSTOMER,Visited location
LDSMFG_167581,2025-01-27,17.1763545088993,77.72932394420394,SHIFTED,Visited location
LDSMFG_123459,2025-01-03,18.97288007651827,77.75446027782752,MET_CUSTOMER,Visited location
LDSMFG_154723,2025-01-03,17.5778857597481,77.58966456122518,MET_CUSTOMER,Visited location
LDSMFG_122865,2025-01-07,14.813467921581786,77.68664840018688,DOOR_LOCKED,Visited location
LDSMFG_187942,2025-01-13,17.644193759274366,77.58320036227565,DOOR_LOCKED,Visited location
LDSMFG_141383,2025-01-29,28.507003770061473,77.69086243205153,SHIFTED,Visited location
LDSMFG_183152,2025-01-16,22.172372538150867,77.67447288264083,DOOR_LOCKED,Visited location
LDSMFG_131800,2025-01-15,20.26597355746312,77.6297141905798,DOOR_LOCKED,Visited location
LDSMFG_127701,2025-01-13,15.387643341180942,77.63368201968005,MET_CUSTOMER,Visited location
LDSMFG_117065,2025-01-08,20.088391637549883,77.73838046643745,SHIFTED,Visited location
LDSMFG_137937,2025-01-28,16.38828898702526,77.64986499867811,MET_CUSTOMER,Visited location
LDSMFG_111633,2025-01-03,27.406440828716477,77.5321748564521,DOOR_LOCKED,Visited location
LDSMFG_150808,2025-01-18,23.86834449294458,77.74384810666366,DOOR_LOCKED,Visited location
LDSMFG_155526,2025-01-14,18.524697494021108,77.7750446540162,DOOR_LOCKED,Visited location
LDSMFG_190713,2025-01-17,24.61799836372526,77.56404222406326,DOOR_LOCKED,Visited location
LDSMFG_106706,2025-01-29,20.266759034912305,77.56782728394151,MET_CUSTOMER,Visited location
LDSMFG_162644,2025-01-04,20.645603960981393,77.73559468986781,DOOR_LOCKED,Visited location
LDSMFG_172097,2025-01-04,18.057656555403106,77.72815647166867,DOOR_LOCKED,Visited location
LDSMFG_171424,2025-01-11,15.379714183979292,77.62027211438826,DOOR_LOCKED,Visited location
LDSMFG_119126,2025-01-22,15.999895018066987,77.54674792472773,DOOR_LOCKED,Visited location
LDSMFG_131165,2025-01-24,23.691624500797467,77.54762599101193,SHIFTED,Visited location
LDSMFG_158886,2025-01-18,14.683065052423416,77.5001129755752,MET_CUSTOMER,Visited location
LDSMFG_153438,2025-01-01,16.157972613665795,77.65593265177151,DOOR_LOCKED,Visited location
LDSMFG_131169,2025-01-17,16.710350424915536,77.76100110034334,SHIFTED,Visited location
LDSMFG_185067,2025-01-05,26.733376620328713,77.53535704237032,SHIFTED,Visited location
LDSMFG_189610,2025-01-19,24.954394897611557,77.74817935127143,DOOR_LOCKED,Visited location
LDSMFG_145896,2025-01-05,17.84926286136692,77.7642497927405,MET_CUSTOMER,Visited location
LDSMFG_159633,2025-01-05,22.073334956768615,77.77866754915493,MET_CUSTOMER,Visited location
LDSMFG_151700,2025-01-18,14.72676581513208,77.56383291513207,DOOR_LOCKED,Visited location
LDSMFG_112662,2025-01-30,20.528315026826363,77.59402194326968,MET_CUSTOMER,Visited location
LDSMFG_190457,2025-01-04,24.451674194939827,77.75701512203601,MET_CUSTOMER,Visited location
LDSMFG_125081,2025-01-05,24.124550464585603,77.72071720225448,SHIFTED,Visited location
LDSMFG_150172,2025-01-02,21.549297637109575,77.59057898854127,MET_CUSTOMER,Visited location
LDSMFG_140822,2025-01-01,20.978653376054535,77.70160305106954,SHIFTED,Visited location
LDSMFG_146521,2025-01-02,18.872408078651848,77.6264436329831,DOOR_LOCKED,Visited location
LDSMFG_152414,2025-01-06,14.290703078136614,77.7333357533091,DOOR_LOCKED,Visited location
LDSMFG_122570,2025-01-14,17.18070036632923,77.65438828315318,SHIFTED,Visited location
LDSMFG_108485,2025-01-21,19.13507669991977,77.65542681875785,DOOR_LOCKED,Visited location
LDSMFG_154755,2025-01-16,15.993978494602896,77.62121120653497,DOOR_LOCKED,Visited location
LDSMFG_159301,2025-01-04,18.130597782870485,77.58368987367508,SHIFTED,Visited location
LDSMFG_183807,2025-01-02,23.46415831035411,77.52200573461484,DOOR_LOCKED,Visited location
LDSMFG_163103,2025-01-27,15.853864029328435,77.77557501192486,SHIFTED,Visited location
LDSMFG_123634,2025-01-23,23.697326656675628,77.67842522496306,MET_CUSTOMER,Visited location
LDSMFG_139202,2025-01-29,14.366481728627114,77.71803912264603,DOOR_LOCKED,Visited location
LDSMFG_176617,2025-01-17,25.969030322496902,77.68690824308803,MET_CUSTOMER,Visited location
LDSMFG_128288,2025-01-02,24.080551501035423,77.73158640015643,SHIFTED,Visited location
LDSMFG_150571,2025-01-13,26.90008798437684,77.61423777105583,DOOR_LOCKED,Visited location
LDSMFG_136748,2025-01-30,28.630287546085412,77.60736769433146,DOOR_LOCKED,Visited location
